case_id,product_sku,store,days_to_expiry,quantity,price_before,price_after,discount_pct,price_change_requested,price_change_approved,commercial_action,evidence_complete,financial_value_at_risk,score,forced_high_reasons,expected_risk,ai_risk,ai_explanation
CASE-0186,SKU-9760,Sala 3,44,51,77.75,77.75,0,False,False,APPLIED,True,3965.25,40,,MEDIO,MEDIO,"Score=40; nivel=MEDIO; factores: vencimiento=44d, valor=3965.25, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0187,SKU-6564,Sala 3,44,80,172.12,129.09,25,True,True,PENDING_APPROVAL,True,13769.6,72,,ALTO,ALTO,"Score=72; nivel=ALTO; factores: vencimiento=44d, valor=13769.6, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0188,SKU-6658,Sala 18,55,150,98.57,78.86,20,True,True,NONE,True,14785.5,74,,ALTO,ALTO,"Score=74; nivel=ALTO; factores: vencimiento=55d, valor=14785.5, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0189,SKU-2802,Sala 7,30,211,85.62,85.62,0,False,False,PENDING_APPROVAL,True,18065.82,78,,ALTO,ALTO,"Score=78; nivel=ALTO; factores: vencimiento=30d, valor=18065.82, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0190,SKU-1384,Sala 17,22,18,94.83,94.83,0,False,False,NONE,True,1706.94,55,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=55; nivel=ALTO; factores: vencimiento=22d, valor=1706.94, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0191,SKU-7868,Sala 5,35,137,67.84,67.84,0,False,False,PENDING_APPROVAL,True,9294.08,67,,ALTO,ALTO,"Score=67; nivel=ALTO; factores: vencimiento=35d, valor=9294.08, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0192,SKU-2534,Sala 13,27,152,73.33,73.33,0,False,False,PENDING_APPROVAL,True,11146.16,78,,ALTO,ALTO,"Score=78; nivel=ALTO; factores: vencimiento=27d, valor=11146.16, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0193,SKU-6721,Sala 12,20,156,49.35,49.35,0,False,False,APPLIED,True,7698.6,63,,ALTO,ALTO,"Score=63; nivel=ALTO; factores: vencimiento=20d, valor=7698.6, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0194,SKU-5111,Sala 12,48,198,132.01,92.41,30,True,True,PENDING_APPROVAL,True,26137.98,69,,ALTO,ALTO,"Score=69; nivel=ALTO; factores: vencimiento=48d, valor=26137.98, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0195,SKU-1048,Sala 16,23,15,54.68,32.81,40,True,False,APPLIED,True,820.2,55,,MEDIO,MEDIO,"Score=55; nivel=MEDIO; factores: vencimiento=23d, valor=820.2, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0196,SKU-7405,Sala 16,13,40,88.86,75.53,15,True,True,APPLIED,False,3554.4,68,vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=68; nivel=ALTO; factores: vencimiento=13d, valor=3554.4, acción=APPLIED, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0197,SKU-1672,Sala 17,109,7,24.06,24.06,0,False,False,NONE,True,168.42,15,,BAJO,BAJO,"Score=15; nivel=BAJO; factores: vencimiento=109d, valor=168.42, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0198,SKU-6244,Sala 2,2,63,134.81,134.81,0,False,False,NONE,True,8493.03,80,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=80; nivel=ALTO; factores: vencimiento=2d, valor=8493.03, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0199,SKU-8296,Sala 4,73,89,165.93,99.56,40,True,True,PENDING_APPROVAL,True,14767.77,57,,MEDIO,MEDIO,"Score=57; nivel=MEDIO; factores: vencimiento=73d, valor=14767.77, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0200,SKU-9798,Sala 16,53,100,18.04,18.04,0,False,False,NONE,True,1804.0,51,,MEDIO,MEDIO,"Score=51; nivel=MEDIO; factores: vencimiento=53d, valor=1804.0, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0201,SKU-6861,Sala 3,60,33,177.2,106.32,40,True,True,PENDING_APPROVAL,True,5847.6,59,,MEDIO,MEDIO,"Score=59; nivel=MEDIO; factores: vencimiento=60d, valor=5847.6, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0202,SKU-6306,Sala 10,104,206,143.72,107.79,25,True,True,APPLIED,False,29606.32,50,,MEDIO,MEDIO,"Score=50; nivel=MEDIO; factores: vencimiento=104d, valor=29606.32, acción=APPLIED, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0203,SKU-9640,Sala 13,53,102,156.87,156.87,0,False,False,NONE,True,16000.74,64,,ALTO,ALTO,"Score=64; nivel=ALTO; factores: vencimiento=53d, valor=16000.74, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0204,SKU-5990,Sala 1,110,125,92.16,87.55,5,True,True,PENDING_APPROVAL,True,11520.0,50,,MEDIO,MEDIO,"Score=50; nivel=MEDIO; factores: vencimiento=110d, valor=11520.0, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0205,SKU-2981,Sala 14,91,202,51.62,43.88,15,True,True,APPLIED,True,10427.24,40,,MEDIO,MEDIO,"Score=40; nivel=MEDIO; factores: vencimiento=91d, valor=10427.24, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0206,SKU-9043,Sala 6,55,44,88.39,66.29,25,True,False,PENDING_APPROVAL,True,3889.16,65,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=65; nivel=ALTO; factores: vencimiento=55d, valor=3889.16, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0207,SKU-7628,Sala 5,94,179,117.79,117.79,0,False,False,PENDING_APPROVAL,True,21084.41,50,,MEDIO,MEDIO,"Score=50; nivel=MEDIO; factores: vencimiento=94d, valor=21084.41, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0208,SKU-4350,Sala 8,70,189,161.47,96.88,40,True,True,NONE,True,30517.83,67,,ALTO,ALTO,"Score=67; nivel=ALTO; factores: vencimiento=70d, valor=30517.83, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0209,SKU-2549,Sala 15,42,142,40.54,34.46,15,True,True,PENDING_APPROVAL,False,5756.68,82,,ALTO,ALTO,"Score=82; nivel=ALTO; factores: vencimiento=42d, valor=5756.68, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0210,SKU-5317,Sala 12,1,140,137.88,137.88,0,False,False,PENDING_APPROVAL,True,19303.2,80,,ALTO,ALTO,"Score=80; nivel=ALTO; factores: vencimiento=1d, valor=19303.2, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0211,SKU-5037,Sala 9,9,55,69.06,48.34,30,True,True,NONE,True,3798.3,78,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=78; nivel=ALTO; factores: vencimiento=9d, valor=3798.3, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0212,SKU-6062,Sala 9,60,82,51.22,51.22,0,False,False,APPLIED,False,4200.04,47,,MEDIO,MEDIO,"Score=47; nivel=MEDIO; factores: vencimiento=60d, valor=4200.04, acción=APPLIED, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0213,SKU-2846,Sala 4,41,21,83.86,83.86,0,False,False,APPLIED,False,1761.06,39,,MEDIO,MEDIO,"Score=39; nivel=MEDIO; factores: vencimiento=41d, valor=1761.06, acción=APPLIED, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0214,SKU-2879,Sala 3,55,205,68.88,41.33,40,True,False,NONE,True,14120.4,95,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=95; nivel=ALTO; factores: vencimiento=55d, valor=14120.4, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0215,SKU-2466,Sala 10,15,37,124.42,124.42,0,False,False,APPLIED,True,4603.54,53,,MEDIO,MEDIO,"Score=53; nivel=MEDIO; factores: vencimiento=15d, valor=4603.54, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0216,SKU-9351,Sala 18,107,178,110.68,110.68,0,False,False,PENDING_APPROVAL,True,19701.04,50,,MEDIO,MEDIO,"Score=50; nivel=MEDIO; factores: vencimiento=107d, valor=19701.04, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0217,SKU-9290,Sala 4,1,129,121.35,103.15,15,True,True,PENDING_APPROVAL,True,15654.15,85,,ALTO,ALTO,"Score=85; nivel=ALTO; factores: vencimiento=1d, valor=15654.15, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0218,SKU-5548,Sala 13,53,73,11.47,6.88,40,True,True,APPLIED,True,837.31,25,,BAJO,BAJO,"Score=25; nivel=BAJO; factores: vencimiento=53d, valor=837.31, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0219,SKU-7800,Sala 8,1,22,76.19,76.19,0,False,False,APPLIED,True,1676.18,42,,MEDIO,MEDIO,"Score=42; nivel=MEDIO; factores: vencimiento=1d, valor=1676.18, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0220,SKU-5690,Sala 13,25,172,62.04,52.73,15,True,False,PENDING_APPROVAL,True,10670.88,96,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=96; nivel=ALTO; factores: vencimiento=25d, valor=10670.88, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0221,SKU-1130,Sala 9,43,122,41.06,28.74,30,True,True,APPLIED,False,5009.32,67,,ALTO,ALTO,"Score=67; nivel=ALTO; factores: vencimiento=43d, valor=5009.32, acción=APPLIED, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0222,SKU-4657,Sala 6,43,14,26.62,26.62,0,False,False,APPLIED,True,372.68,17,,BAJO,BAJO,"Score=17; nivel=BAJO; factores: vencimiento=43d, valor=372.68, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0223,SKU-8033,Sala 9,12,37,43.69,43.69,0,False,False,NONE,False,1616.53,77,vencimiento <=45 días sin acción comercial; vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=77; nivel=ALTO; factores: vencimiento=12d, valor=1616.53, acción=NONE, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0224,SKU-8237,Sala 18,30,186,134.38,107.5,20,True,True,NONE,True,24994.68,88,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=88; nivel=ALTO; factores: vencimiento=30d, valor=24994.68, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0225,SKU-1375,Sala 16,17,89,118.97,118.97,0,False,False,APPLIED,True,10588.33,58,,MEDIO,MEDIO,"Score=58; nivel=MEDIO; factores: vencimiento=17d, valor=10588.33, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0226,SKU-2238,Sala 13,60,3,29.93,29.93,0,False,False,APPLIED,True,89.79,9,,BAJO,BAJO,"Score=9; nivel=BAJO; factores: vencimiento=60d, valor=89.79, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0227,SKU-7345,Sala 2,48,202,155.23,155.23,0,False,False,NONE,True,31356.46,69,,ALTO,ALTO,"Score=69; nivel=ALTO; factores: vencimiento=48d, valor=31356.46, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0228,SKU-6296,Sala 9,49,93,179.0,179.0,0,False,False,PENDING_APPROVAL,True,16647.0,59,,MEDIO,MEDIO,"Score=59; nivel=MEDIO; factores: vencimiento=49d, valor=16647.0, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0229,SKU-1848,Sala 14,46,98,34.99,34.99,0,False,False,PENDING_APPROVAL,False,3429.02,62,,ALTO,ALTO,"Score=62; nivel=ALTO; factores: vencimiento=46d, valor=3429.02, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0230,SKU-6154,Sala 9,52,154,52.16,36.51,30,True,True,PENDING_APPROVAL,True,8032.64,69,,ALTO,ALTO,"Score=69; nivel=ALTO; factores: vencimiento=52d, valor=8032.64, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0231,SKU-8727,Sala 14,40,177,159.09,159.09,0,False,False,NONE,True,28158.93,77,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=77; nivel=ALTO; factores: vencimiento=40d, valor=28158.93, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0232,SKU-5755,Sala 15,3,178,65.53,65.53,0,False,False,APPLIED,True,11664.34,70,,ALTO,ALTO,"Score=70; nivel=ALTO; factores: vencimiento=3d, valor=11664.34, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0233,SKU-1473,Sala 15,17,166,160.78,128.62,20,True,True,PENDING_APPROVAL,True,26689.48,83,,ALTO,ALTO,"Score=83; nivel=ALTO; factores: vencimiento=17d, valor=26689.48, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0234,SKU-9578,Sala 6,21,23,81.64,81.64,0,False,False,PENDING_APPROVAL,True,1877.72,50,,MEDIO,MEDIO,"Score=50; nivel=MEDIO; factores: vencimiento=21d, valor=1877.72, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0235,SKU-2523,Sala 17,3,31,134.39,100.79,25,True,False,NONE,False,4166.09,100,vencimiento <=45 días sin acción comercial; cambio de precio no aprobado con impacto >=1000; vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=100; nivel=ALTO; factores: vencimiento=3d, valor=4166.09, acción=NONE, evidencia=incompleta, cambio_precio=solicitado, aprobación=no."
CASE-0236,SKU-1148,Sala 9,104,60,101.3,75.97,25,True,True,PENDING_APPROVAL,False,6078.0,55,,MEDIO,MEDIO,"Score=55; nivel=MEDIO; factores: vencimiento=104d, valor=6078.0, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0237,SKU-9047,Sala 6,19,164,76.09,76.09,0,False,False,NONE,True,12478.76,83,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=83; nivel=ALTO; factores: vencimiento=19d, valor=12478.76, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0238,SKU-8591,Sala 5,59,64,121.79,121.79,0,False,False,PENDING_APPROVAL,True,7794.56,54,,MEDIO,MEDIO,"Score=54; nivel=MEDIO; factores: vencimiento=59d, valor=7794.56, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0239,SKU-9927,Sala 13,24,84,179.89,179.89,0,False,False,PENDING_APPROVAL,True,15110.76,73,,ALTO,ALTO,"Score=73; nivel=ALTO; factores: vencimiento=24d, valor=15110.76, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0240,SKU-4848,Sala 5,20,99,45.75,36.6,20,True,False,PENDING_APPROVAL,True,4529.25,84,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=84; nivel=ALTO; factores: vencimiento=20d, valor=4529.25, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0241,SKU-3047,Sala 9,60,8,97.48,82.86,15,True,True,APPLIED,True,779.84,20,,BAJO,BAJO,"Score=20; nivel=BAJO; factores: vencimiento=60d, valor=779.84, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0242,SKU-2143,Sala 11,91,81,97.03,97.03,0,False,False,NONE,True,7859.43,50,,MEDIO,MEDIO,"Score=50; nivel=MEDIO; factores: vencimiento=91d, valor=7859.43, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0243,SKU-3477,Sala 5,51,212,69.43,55.54,20,True,True,PENDING_APPROVAL,True,14719.16,69,,ALTO,ALTO,"Score=69; nivel=ALTO; factores: vencimiento=51d, valor=14719.16, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0244,SKU-5278,Sala 7,34,187,41.13,24.68,40,True,True,NONE,True,7691.31,82,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=82; nivel=ALTO; factores: vencimiento=34d, valor=7691.31, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0245,SKU-1486,Sala 11,56,128,156.79,156.79,0,False,False,APPLIED,True,20069.12,44,,MEDIO,MEDIO,"Score=44; nivel=MEDIO; factores: vencimiento=56d, valor=20069.12, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0246,SKU-9344,Sala 1,49,7,108.25,81.19,25,True,True,APPLIED,True,757.75,20,,BAJO,BAJO,"Score=20; nivel=BAJO; factores: vencimiento=49d, valor=757.75, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0247,SKU-2527,Sala 5,21,204,148.96,134.06,10,True,True,NONE,True,30387.84,88,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=88; nivel=ALTO; factores: vencimiento=21d, valor=30387.84, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0248,SKU-9976,Sala 6,29,161,75.34,60.27,20,True,True,NONE,True,12129.74,88,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=88; nivel=ALTO; factores: vencimiento=29d, valor=12129.74, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0249,SKU-4741,Sala 6,43,156,140.8,98.56,30,True,True,PENDING_APPROVAL,False,21964.8,87,,ALTO,ALTO,"Score=87; nivel=ALTO; factores: vencimiento=43d, valor=21964.8, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0250,SKU-8112,Sala 16,16,162,130.45,97.84,25,True,True,PENDING_APPROVAL,True,21132.9,83,,ALTO,ALTO,"Score=83; nivel=ALTO; factores: vencimiento=16d, valor=21132.9, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0251,SKU-2672,Sala 10,101,137,158.05,102.73,35,True,False,APPLIED,True,21652.85,56,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=56; nivel=ALTO; factores: vencimiento=101d, valor=21652.85, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0252,SKU-9142,Sala 11,35,209,157.3,94.38,40,True,False,NONE,False,32875.7,100,vencimiento <=45 días sin acción comercial; cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=100; nivel=ALTO; factores: vencimiento=35d, valor=32875.7, acción=NONE, evidencia=incompleta, cambio_precio=solicitado, aprobación=no."
CASE-0253,SKU-2942,Sala 15,23,208,175.48,105.29,40,True,True,APPLIED,True,36499.84,68,,ALTO,ALTO,"Score=68; nivel=ALTO; factores: vencimiento=23d, valor=36499.84, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0254,SKU-6772,Sala 6,78,35,176.28,176.28,0,False,False,NONE,True,6169.8,52,,MEDIO,MEDIO,"Score=52; nivel=MEDIO; factores: vencimiento=78d, valor=6169.8, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0255,SKU-9336,Sala 2,15,141,93.63,88.95,5,True,True,APPLIED,True,13201.83,70,,ALTO,ALTO,"Score=70; nivel=ALTO; factores: vencimiento=15d, valor=13201.83, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0256,SKU-4953,Sala 4,34,210,101.52,81.22,20,True,True,PENDING_APPROVAL,False,21319.2,87,,ALTO,ALTO,"Score=87; nivel=ALTO; factores: vencimiento=34d, valor=21319.2, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0257,SKU-9272,Sala 1,49,187,47.62,42.86,10,True,True,PENDING_APPROVAL,True,8904.94,69,,ALTO,ALTO,"Score=69; nivel=ALTO; factores: vencimiento=49d, valor=8904.94, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0258,SKU-7531,Sala 9,3,79,163.38,163.38,0,False,False,NONE,False,12907.02,95,vencimiento <=45 días sin acción comercial; vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=95; nivel=ALTO; factores: vencimiento=3d, valor=12907.02, acción=NONE, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0259,SKU-6011,Sala 14,35,100,120.0,96.0,20,True,True,NONE,True,12000.0,77,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=77; nivel=ALTO; factores: vencimiento=35d, valor=12000.0, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0260,SKU-5286,Sala 16,59,97,42.48,29.74,30,True,False,PENDING_APPROVAL,True,4120.56,78,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=78; nivel=ALTO; factores: vencimiento=59d, valor=4120.56, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0261,SKU-2390,Sala 12,21,216,31.43,25.14,20,True,False,NONE,False,6788.88,100,vencimiento <=45 días sin acción comercial; cambio de precio no aprobado con impacto >=1000; vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=100; nivel=ALTO; factores: vencimiento=21d, valor=6788.88, acción=NONE, evidencia=incompleta, cambio_precio=solicitado, aprobación=no."
CASE-0262,SKU-1390,Sala 17,89,159,73.75,47.94,35,True,False,PENDING_APPROVAL,True,11726.25,83,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=83; nivel=ALTO; factores: vencimiento=89d, valor=11726.25, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0263,SKU-8076,Sala 6,27,141,147.05,139.7,5,True,False,APPLIED,True,20734.05,76,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=76; nivel=ALTO; factores: vencimiento=27d, valor=20734.05, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0264,SKU-1886,Sala 8,32,205,168.32,168.32,0,False,False,NONE,True,34505.6,77,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=77; nivel=ALTO; factores: vencimiento=32d, valor=34505.6, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0265,SKU-3374,Sala 9,19,88,120.85,102.72,15,True,True,PENDING_APPROVAL,True,10634.8,78,,ALTO,ALTO,"Score=78; nivel=ALTO; factores: vencimiento=19d, valor=10634.8, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0266,SKU-7792,Sala 18,34,136,146.9,146.9,0,False,False,NONE,True,19978.4,72,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=72; nivel=ALTO; factores: vencimiento=34d, valor=19978.4, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0267,SKU-6178,Sala 18,5,186,166.8,166.8,0,False,False,PENDING_APPROVAL,True,31024.8,85,,ALTO,ALTO,"Score=85; nivel=ALTO; factores: vencimiento=5d, valor=31024.8, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0268,SKU-9318,Sala 15,34,145,54.96,54.96,0,False,False,PENDING_APPROVAL,True,7969.2,67,,ALTO,ALTO,"Score=67; nivel=ALTO; factores: vencimiento=34d, valor=7969.2, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0269,SKU-5085,Sala 3,12,106,39.77,39.77,0,False,False,PENDING_APPROVAL,True,4215.62,73,,ALTO,ALTO,"Score=73; nivel=ALTO; factores: vencimiento=12d, valor=4215.62, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0270,SKU-1494,Sala 11,29,191,150.03,90.02,40,True,True,PENDING_APPROVAL,False,28655.73,93,vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=93; nivel=ALTO; factores: vencimiento=29d, valor=28655.73, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0271,SKU-4180,Sala 15,7,42,28.18,25.36,10,True,True,NONE,True,1183.56,72,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=72; nivel=ALTO; factores: vencimiento=7d, valor=1183.56, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0272,SKU-8841,Sala 2,67,114,103.36,62.02,40,True,True,NONE,True,11783.04,62,,ALTO,ALTO,"Score=62; nivel=ALTO; factores: vencimiento=67d, valor=11783.04, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0273,SKU-4305,Sala 17,16,178,11.6,8.7,25,True,True,APPLIED,False,2064.8,65,vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=65; nivel=ALTO; factores: vencimiento=16d, valor=2064.8, acción=APPLIED, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0274,SKU-2394,Sala 5,30,145,134.77,134.77,0,False,False,PENDING_APPROVAL,True,19541.65,73,,ALTO,ALTO,"Score=73; nivel=ALTO; factores: vencimiento=30d, valor=19541.65, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0275,SKU-7263,Sala 17,24,116,141.62,141.62,0,False,False,NONE,True,16427.92,78,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=78; nivel=ALTO; factores: vencimiento=24d, valor=16427.92, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0276,SKU-7235,Sala 8,15,153,18.27,13.7,25,True,False,NONE,True,2795.31,100,vencimiento <=45 días sin acción comercial; cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=100; nivel=ALTO; factores: vencimiento=15d, valor=2795.31, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0277,SKU-9900,Sala 4,100,148,153.66,122.93,20,True,True,PENDING_APPROVAL,False,22741.68,60,,ALTO,ALTO,"Score=60; nivel=ALTO; factores: vencimiento=100d, valor=22741.68, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0278,SKU-1686,Sala 13,18,62,102.47,102.47,0,False,False,PENDING_APPROVAL,True,6353.14,68,,ALTO,ALTO,"Score=68; nivel=ALTO; factores: vencimiento=18d, valor=6353.14, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
